MedInc,HouseAge,AveRooms,Population,MedHouseVal,PricePerRoom,HighPopulationArea,IncomeCategory
2.4659,52.0,5.782857142857143,1030.0,0.947,0.00015899017613876202,1,Very Low
1.75,47.0,4.0,826.0,0.857,0.00025938256658595643,1,Very Low
2.0469,41.0,4.484581497797357,1412.0,0.893,0.00014102458856726237,1,Very Low
2.7159,45.0,5.306590257879656,1132.0,1.014,0.00016880137221531112,1,Very Low
1.2083,41.0,5.7924528301886795,522.0,0.725,0.00023977560622511762,1,Very Low
1.925,45.0,4.198312236286919,630.0,0.741,0.0002801579325197416,1,Very Low
1.5809,36.0,4.556390977443609,531.0,0.7,0.0002893227175824927,1,Very Low
1.4097,37.0,4.017991004497751,1925.0,0.846,0.00010937817406474124,1,Very Low
0.7683,38.0,4.253561253561253,1144.0,0.818,0.00016810266090239298,1,Very Low
1.3194,19.0,4.244230769230769,1481.0,0.814,0.0001295001754591538,1,Very Low
0.8012,28.0,5.283950617283951,435.0,0.818,0.00035588140509184657,0,Very Low
1.9479,26.0,4.267326732673268,984.0,0.858,0.00020433195631260254,1,Very Low
1.1765,36.0,5.327044025157233,567.0,0.871,0.00028836915849902864,1,Very Low
2.3456,42.0,4.3983739837398375,380.0,0.835,0.0004995865356552193,0,Very Low
2.1538,44.0,4.368852459016393,825.0,0.797,0.00022112456649042014,1,Very Low
2.5139,43.0,4.561290322580645,417.0,0.834,0.0004384724186704384,0,Very Low
1.2625,45.0,5.32404181184669,801.0,0.847,0.00019861380734814465,1,Very Low
2.9063,42.0,4.590909090909091,646.0,0.8,0.0002697483370628085,1,Very Low
2.5192,43.0,4.8807017543859645,855.0,0.764,0.00018308171579199618,1,Very Low
2.1111,44.0,4.029411764705882,435.0,0.797,0.0004547025757194396,0,Very Low
2.455,42.0,5.223076923076923,2736.0,0.824,5.766133546925733e-05,1,Very Low
2.4028,41.0,3.896135265700483,1481.0,0.977,0.00016931891581440967,1,Very Low
